the_geom,points_id,location_name,latitude,longitude,major_basin_name,minor_basin_name,aquifer_name,aq30_id,pfaf_id,gid_1,aqid,gid_0,name_0,name_1,area_km2,bws_raw,bws_score,bws_cat,bws_label,bwd_raw,bwd_score,bwd_cat,bwd_label,cfr_raw,cfr_score,cfr_cat,cfr_label,drr_raw,drr_score,drr_cat,drr_label
0101000020E61000006BB933130C355E40B5A338471D9D3F40,157,"FORMOSA TAFFETA (CHANGSHU) CO., LTD",31.613728,120.828862,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000000C569C6A2D315E408236397CD2513F40,147,"Avery Dennison (Suzhou) Co.,Ltd ",31.319618,120.768397,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E6100000FA449E245D2B5E40C0266BD443543F40,145,RAMATEX INDUSTRIAL SUZHOU LTD,31.32916,120.67756,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E610000036C8242367115E4064CC5D4BC86F3F40,135,"The Haddad Apparel Wuxi, Co., LTD",31.43665,120.27192,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000002A1DACFF73285E4017821C9430433F40,129,SongSen Garment Suzhou Ltd,31.26246,120.63208,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E6100000D122DBF97E325E40B5A679C7295A3F40,93,Ramatex Apparel Suzhou Ltd.,31.3522,120.789,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000004D13B69F8C2A5E40016DAB5967343F40,73,Far Eastern Dyeing & Finishing (SuZhou) LTD,31.204702,120.664833,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E6100000E17A14AE47295E40E63FA4DFBE3E3F40,66,Far Eastern Apparal Suzhou Ltd. Co,31.2451,120.645,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E6100000815A0C1EA62A5E400F441669E2393F40,46,Ramatex Printing Garment (Suzhou) Ltd,31.226111,120.666389,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E610000052B81E85EB415E401973D712F2513F40,31,"Kunshan Sabrina Clothes Making Co., Ltd.",31.3201,121.03,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000004CF9B59A9ADF5D40670A9DD7D89D3F40,18,"Changzhou Qingqing Knitted Textile Co., Ltd.",31.61659,119.4938113,China Coast,Lake Tail Hu,North China Plain Aquifer System,32258,435020,CHN.15_1,1565,CHN,China,Jiangsu,13135.26064,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E610000018CFA0A17F4E5E409818CBF44B083F40,131,"Haoâ€™s Fitness Equipment (Shanghai) Co., Ltd. TRADING LTD",31.032409,121.22654,China Coast,Lake Tail Hu,North China Plain Aquifer System,32260,435020,CHN.24_1,1565,CHN,China,Shanghai,2636.87828,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000005DA45016BE575E4074EACA6779023F40,81,SHANGHAI YKK ZIPPER CO LTD (MINGHANG BRANCH),31.009665,121.370977,China Coast,Lake Tail Hu,North China Plain Aquifer System,32260,435020,CHN.24_1,1565,CHN,China,Shanghai,2636.87828,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000006CB2463D44495E400124E4CD2B023F40,30,"JOV GARMENT ACCESSORIAL MATERIAL CO., LTD",31.0084809,121.14479,China Coast,Lake Tail Hu,North China Plain Aquifer System,32260,435020,CHN.24_1,1565,CHN,China,Shanghai,2636.87828,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E610000096067E54C33D5E40DC48D92269EB3E40,113,MAXIM SMART MANUFACTURING CO LTD,30.919573,120.965047,China Coast,Lake Tail Hu,North China Plain Aquifer System,32262,435020,CHN.31_1,1565,CHN,China,Zhejiang,6343.751088,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E6100000BBCC5598E3305E402176A6D079C53E40,101,KURARAY CO LTD (CLARINO) (TR1) (TR1) (CHINA),30.77139,120.7638913,China Coast,Lake Tail Hu,North China Plain Aquifer System,32262,435020,CHN.31_1,1565,CHN,China,Zhejiang,6343.751088,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E6100000ACE28DCC23075E40F645425BCE553E40,24,"ZheJiang Clis Fashion Co., Ltd.",30.33518,120.11156,China Coast,Lake Tail Hu,North China Plain Aquifer System,32262,435020,CHN.31_1,1565,CHN,China,Zhejiang,6343.751088,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000005B25581CCE345E405A8121AB5BCD3E40,15,"JIAXING KANAAN BAG R&D CO.,LTD",30.80218,120.82508,China Coast,Lake Tail Hu,North China Plain Aquifer System,32262,435020,CHN.31_1,1565,CHN,China,Zhejiang,6343.751088,0.809076737,4.016276542,4,Extremely High (>80%),0.23169762,1.908488102,1,Low - Medium (5-25%),0.00000512,0.530115431,0,"Low (0 to 9 in 1,000,000)",0.676164462,3.380822312,3,Medium - High (0.6-0.8)
0101000020E61000007903CC7C07625E40139D6516A1D83E40,140,EVEREST TEXTILES CHINA,30.846208,121.531707,China Coast,Lake Tail Hu,North China Plain Aquifer System,32265,435030,CHN.24_1,1565,CHN,China,Shanghai,1862.186164,0.541824796,3.437826419,3,High (40-80%),0.15543513,1.527175651,1,Low - Medium (5-25%),0.000283088,2.741384111,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.667365698,3.336828491,3,Medium - High (0.6-0.8)
0101000020E6100000D942908312745E403A5D16139BDF3E40,112,SHANGHAI YKK ZIPPER CO LTD (NANHUI),30.87346,121.81363,China Coast,Lake Tail Hu,North China Plain Aquifer System,32265,435030,CHN.24_1,1565,CHN,China,Shanghai,1862.186164,0.541824796,3.437826419,3,High (40-80%),0.15543513,1.527175651,1,Low - Medium (5-25%),0.000283088,2.741384111,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.667365698,3.336828491,3,Medium - High (0.6-0.8)
0101000020E6100000C286A757CA2E5E40357BA015188A3E40,143,"Walt Technology Group Co., Ltd.",30.53943,120.7311,China Coast,Lake Tail Hu,North China Plain Aquifer System,32267,435030,CHN.31_1,1565,CHN,China,Zhejiang,2406.09253,0.541824796,3.437826419,3,High (40-80%),0.15543513,1.527175651,1,Low - Medium (5-25%),0.000283088,2.741384111,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.667365698,3.336828491,3,Medium - High (0.6-0.8)
0101000020E61000006F2BBD361B3F5E40F7AE415F7AB73E40,123,"Zhejiang Top Circle Textiles Co.,Ltd",30.716711,120.986036,China Coast,Lake Tail Hu,North China Plain Aquifer System,32267,435030,CHN.31_1,1565,CHN,China,Zhejiang,2406.09253,0.541824796,3.437826419,3,High (40-80%),0.15543513,1.527175651,1,Low - Medium (5-25%),0.000283088,2.741384111,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.667365698,3.336828491,3,Medium - High (0.6-0.8)
0101000020E6100000E4BD6A65C2455E40C4EBFA05BBD13E40,122,"JIAXING QUANG VIET GARMENT CO., LTD.",30.81926,121.08999,China Coast,Lake Tail Hu,North China Plain Aquifer System,32267,435030,CHN.31_1,1565,CHN,China,Zhejiang,2406.09253,0.541824796,3.437826419,3,High (40-80%),0.15543513,1.527175651,1,Low - Medium (5-25%),0.000283088,2.741384111,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.667365698,3.336828491,3,Medium - High (0.6-0.8)
0101000020E61000004206F2ECF2325E40D8614CFA7B813E40,5,"Haiyan Golden Gate Socks Industry Co., Ltd",30.505798,120.796077,China Coast,Lake Tail Hu,North China Plain Aquifer System,32267,435030,CHN.31_1,1565,CHN,China,Zhejiang,2406.09253,0.541824796,3.437826419,3,High (40-80%),0.15543513,1.527175651,1,Low - Medium (5-25%),0.000283088,2.741384111,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.667365698,3.336828491,3,Medium - High (0.6-0.8)
0101000020E61000006D73637AC2085E403D49BA66F2AD3D40,100,Zhejiang Guangtai Delta Socks Co. Ltd.,29.67948,120.13687,China Coast,Fuchun Jiang,,32274,435042,CHN.31_1,1626,CHN,China,Zhejiang,3210.271013,0.754568021,3.91565096,3,High (40-80%),0.207645737,1.788228687,1,Low - Medium (5-25%),0,0,0,"Low (0 to 9 in 1,000,000)",0.569892784,2.849463918,2,Medium (0.4-0.6)
0101000020E61000004837C2A222085E40412AC58EC6B13D40,34,Zhuji Hengan Socks Co Ltd,29.694436,120.127114,China Coast,Fuchun Jiang,,32274,435042,CHN.31_1,1626,CHN,China,Zhejiang,3210.271013,0.754568021,3.91565096,3,High (40-80%),0.207645737,1.788228687,1,Low - Medium (5-25%),0,0,0,"Low (0 to 9 in 1,000,000)",0.569892784,2.849463918,2,Medium (0.4-0.6)
0101000020E61000002176A6D0790F5E400BEF7211DFB93D40,32,"Zhuji Hengtai Knitting & Textile Co., Ltd.",29.72606,120.24181,China Coast,Fuchun Jiang,,32274,435042,CHN.31_1,1626,CHN,China,Zhejiang,3210.271013,0.754568021,3.91565096,3,High (40-80%),0.207645737,1.788228687,1,Low - Medium (5-25%),0,0,0,"Low (0 to 9 in 1,000,000)",0.569892784,2.849463918,2,Medium (0.4-0.6)
0101000020E6100000BA68C87894735E404260E5D022EB3D40,146,"NINGBO SHENZHOU KNITTING CO., LTD",29.9185,121.805937,China Coast,China Coast 10,,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E610000043AD69DE71605E40179AEB34D2F23D40,139,Ningbo Bell Garment Industrial Co. Ltd,29.94852,121.50695,China Coast,China Coast 10,North China Plain Aquifer System,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E6100000B51A12F758625E40126BF12900CE3D40,133,Ningbo Eastex,29.80469,121.53668,China Coast,China Coast 10,,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E610000063B48EAA26745E40D13FC1C58AEA3D40,105,Ningbo Shenzhou Knitting Co. Ltd. Nbr 6 Garment Factory,29.91618,121.81486,China Coast,China Coast 10,,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E6100000473D44A33B6A5E40E140481630F93D40,65,"NINGBO MITSUBANA APPERAL CO., LTD",29.97339,121.65989,China Coast,China Coast 10,,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E6100000C826F911BF735E40151DC9E53FF03D40,36,NINGBO SHENZHOU KNITTING CO. LTD. (PRINTING MILL & MC),29.938475,121.808537,China Coast,China Coast 10,,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E61000002F34D769A4465E402B31CF4A5A293E40,27,TRIMCO GROUP (ZHEJIANG) CO LTD,30.161534,121.103785,China Coast,China Coast 10,North China Plain Aquifer System,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E6100000986E1283C0725E40423EE8D9ACEA3D40,14,Ningbo Shenzhou Knitting Co. Ltd,29.9167,121.793,China Coast,China Coast 10,,32302,435050,CHN.31_1,1565,CHN,China,Zhejiang,5129.831227,0.31074691,2.635740043,2,Medium - High (20-40%),0.082745395,1.163726976,1,Low - Medium (5-25%),0.002587295,4.001210681,4,"Extremely High (more than 2 in 1,000)",0.561381989,2.806909944,2,Medium (0.4-0.6)
0101000020E6100000680586AC6E235E403D2CD49AE6153C40,63,"Wenzhou Outlook Eyewear Co., Ltd",28.08555,120.55363,China Coast,Longquan Xi,,32319,435060,CHN.31_1,1730,CHN,China,Zhejiang,691.7876799,0.097010484,0.956212568,0,Low (<10%),0.02785089,0.557017791,0,Low (<5%),0,0,0,"Low (0 to 9 in 1,000,000)",0.553076711,2.765383555,2,Medium (0.4-0.6)
0101000020E6100000849CF7FF71D85D40E50E9BC8CC953B40,137,"JINGNING XUANCHEN TECHNOLOGY CO., LTD.",27.585156,119.381958,China Coast,Longquan Xi,,32320,435060,CHN.31_1,1735,CHN,China,Zhejiang,4207.683712,0.097010484,0.956212568,0,Low (<10%),0.02785089,0.557017791,0,Low (<5%),0,0,0,"Low (0 to 9 in 1,000,000)",0.553076711,2.765383555,2,Medium (0.4-0.6)
0101000020E61000008B71FE2614D75D40C72DE6E786FE3940,56,"Fujian San Feng Footwear Co.,Ltd",25.994246,119.360605,China Coast,Min Jiang,,32336,435081,CHN.4_1,1784,CHN,China,Fujian,67.88340907,0.01008077,0,0,Low (<10%),0.002469728,0.049394567,0,Low (<5%),0,0,0,"Low (0 to 9 in 1,000,000)",0.521139333,2.605696667,2,Medium (0.4-0.6)
0101000020E61000009AEB34D252DB5D40CD1E680586C43940,64,FUQING TIONGLIONG XINYE SHOES MATERIAL CO LTD,25.76767,119.42693,China Coast,China Coast 2,,32357,435090,CHN.4_1,1626,CHN,China,Fujian,2272.983993,0.054103757,0.113800686,0,Low (<10%),0.013245361,0.264907227,0,Low (<5%),0.000785736,3.238619229,3,"High (3 in 10,000 to 2 in 1,000)",0.530790652,2.653953259,2,Medium (0.4-0.6)
0101000020E6100000836BEEE87FC45D404D8237A451813940,126,"Fujian Lifeng Footwear Industrial Development CO.,LTD.",25.505152,119.070307,China Coast,China Coast 3,,32367,436102,CHN.4_1,1626,CHN,China,Fujian,1772.738286,0.670445455,3.745119965,3,High (40-80%),0.178434373,1.642171866,1,Low - Medium (5-25%),0.001066206,3.394681492,3,"High (3 in 10,000 to 2 in 1,000)",0.52037822,2.601891102,2,Medium (0.4-0.6)
0101000020E6100000986E1283C0C25D40234A7B832F7C3940,102,"Fujian Xiefeng Footwear Co.,Ltd.",25.4851,119.043,China Coast,China Coast 3,,32367,436102,CHN.4_1,1626,CHN,China,Fujian,1772.738286,0.670445455,3.745119965,3,High (40-80%),0.178434373,1.642171866,1,Low - Medium (5-25%),0.001066206,3.394681492,3,"High (3 in 10,000 to 2 in 1,000)",0.52037822,2.601891102,2,Medium (0.4-0.6)
0101000020E6100000C3F5285C8FD25D40C4B2994352373940,78,HUA FENG (CHINA),25.216099,119.29,China Coast,China Coast 3,,32369,436103,CHN.4_1,1626,CHN,China,Fujian,1876.389454,0.304643111,2.607120116,2,Medium - High (20-40%),0.094185214,1.220926069,1,Low - Medium (5-25%),0.000514431,3.087656758,3,"High (3 in 10,000 to 2 in 1,000)",0.530946661,2.654733305,2,Medium (0.4-0.6)
0101000020E61000005BB1BFEC9EC45D404F401361C3333940,25,HUAFENG HAPTIC,25.2022,119.0722,China Coast,China Coast 3,,32369,436103,CHN.4_1,1626,CHN,China,Fujian,1876.389454,0.304643111,2.607120116,2,Medium - High (20-40%),0.094185214,1.220926069,1,Low - Medium (5-25%),0.000514431,3.087656758,3,"High (3 in 10,000 to 2 in 1,000)",0.530946661,2.654733305,2,Medium (0.4-0.6)
0101000020E610000023C0E95DBCA95D405725917D90ED3840,70,Quanzhou  Fengze Yisheng Leather Co,24.927986,118.652122,China Coast,China Coast 3,,32370,436103,CHN.4_1,-9999,CHN,China,Fujian,294.992811,0.304643111,2.607120116,2,Medium - High (20-40%),0.094185214,1.220926069,1,Low - Medium (5-25%),0.000514431,3.087656758,3,"High (3 in 10,000 to 2 in 1,000)",0.530946661,2.654733305,2,Medium (0.4-0.6)
0101000020E610000065AA605452A35D40AC1C5A643BE73840,154,Quanzhou Unison Light Industrial Manufacturing Co. Ltd.,24.90325,118.5519,China Coast,China Coast 4,,32373,436104,CHN.4_1,1626,CHN,China,Fujian,5588.387391,0.567955684,3.505778364,3,High (40-80%),0.195197099,1.725985497,1,Low - Medium (5-25%),0.000266434,2.683031872,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.511221484,2.556107418,2,Medium (0.4-0.6)
0101000020E610000001C11C3D7EA55D403524EEB1F4E93840,136,"Fujian Zhuojian Garment Technology Co., Ltd",24.91389,118.58583,China Coast,China Coast 4,,32373,436104,CHN.4_1,1626,CHN,China,Fujian,5588.387391,0.567955684,3.505778364,3,High (40-80%),0.195197099,1.725985497,1,Low - Medium (5-25%),0.000266434,2.683031872,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.511221484,2.556107418,2,Medium (0.4-0.6)
0101000020E6100000DE54A4C2D8A65D4092054CE0D6B53840,130,"Shishi Maihong Clothing Co., LTD",24.71031,118.60698,China Coast,China Coast 4,,32375,436105,CHN.4_1,1626,CHN,China,Fujian,2134.969849,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E6100000D63730B951885D402D7B12D89CB73840,90,"Xiamen Goge Garment Co., LTD",24.717237,118.129988,China Coast,China Coast 4,,32375,436105,CHN.4_1,1626,CHN,China,Fujian,2134.969849,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E6100000799274CDE4AF5D4094FB1D8A02BD3840,47,"Fujian Xingxun New Materials Technology Co., Ltd.",24.73832,118.74834,China Coast,China Coast 4,,32375,436105,CHN.4_1,1626,CHN,China,Fujian,2134.969849,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E61000006666666666865D40AE47E17A14AE3840,43,"Xiamen Expanding Industrial Co., Ltd",24.68,118.1,China Coast,China Coast 4,,32375,436105,CHN.4_1,1626,CHN,China,Fujian,2134.969849,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E61000008121AB5B3D855D40A6F27684D37A3840,124,"Xiamen Kaiyuan Technology Co.,Ltd",24.47979,118.08187,China Coast,Jinlong Jiang,,32376,436105,CHN.4_1,1809,CHN,China,Fujian,120.6416312,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E610000052B81E85EB815D4052B81E85EB913840,118,"Xiamen Xinduoyu Manufacturing Co., Ltd.",24.57,118.03,China Coast,Jinlong Jiang,,32377,436105,CHN.4_1,-9999,CHN,China,Fujian,268.1050355,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E6100000986E1283C0825D409A99999999993840,107,"Boling Digital (Xiamen) Technology Co.,Ltd",24.6,118.043,China Coast,Jinlong Jiang,,32377,436105,CHN.4_1,-9999,CHN,China,Fujian,268.1050355,0.169006357,1.757077517,1,Low - Medium (10-20%),0.056305586,1.031527928,1,Low - Medium (5-25%),0.000430984,3.041224033,3,"High (3 in 10,000 to 2 in 1,000)",0.525830461,2.629152303,2,Medium (0.4-0.6)
0101000020E610000062F9F36DC1725D406760E4654D9C3840,9,Chang Tai Song Lin Woven Belt Co. LTD,24.610556,117.793056,China Coast,Jinlong Jiang,,32384,436106,CHN.4_1,1626,CHN,China,Fujian,13837.61092,0.238215038,2.252264492,2,Medium - High (20-40%),0.085009921,1.175049606,1,Low - Medium (5-25%),0.000541297,3.102605894,3,"High (3 in 10,000 to 2 in 1,000)",0.491263036,2.456315178,2,Medium (0.4-0.6)
0101000020E6100000F90269B576765D403F912749D7123840,117,XIANG ZHOU LEATHER CO LTD (CHINA),24.0735975,117.8509954,China Coast,Jinlong Jiang,,32386,436107,CHN.4_1,1626,CHN,China,Fujian,4981.000745,0.717365233,3.842707827,3,High (40-80%),0.217761704,1.83880852,1,Low - Medium (5-25%),0.000296657,2.788927738,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.510351604,2.551758022,2,Medium (0.4-0.6)
0101000020E6100000F05014E813595D40E54526E0D7243840,55,"Zhangpu Hengxin Bags Co., Ltd",24.143919,117.39184,China Coast,Jinlong Jiang,,32386,436107,CHN.4_1,1626,CHN,China,Fujian,4981.000745,0.717365233,3.842707827,3,High (40-80%),0.217761704,1.83880852,1,Low - Medium (5-25%),0.000296657,2.788927738,2,"Medium - High (7 in 100,000 to 3 in 10,000)",0.510351604,2.551758022,2,Medium (0.4-0.6)
0101000020E6100000240B98C0ADF15C4002B7EEE6A9EE3740,2,"Longchuan Somona Footwear Co.,Ltd Wuhua Branch",23.93228,115.77623,China Coast,Mei Jiang,,32406,436200,CHN.6_1,1626,CHN,China,Guangdong,16988.29619,0.309169703,2.628398952,2,Medium - High (20-40%),0.079554136,1.147770678,1,Low - Medium (5-25%),0.000612472,3.142209712,3,"High (3 in 10,000 to 2 in 1,000)",0.528484056,2.642420282,2,Medium (0.4-0.6)
0101000020E61000003CA06CCA15805C40E2067C7E18893640,106,KUO YUEN (TR1) (CHINA),22.53553,114.00133,China Coast,China Coast 7,,32409,436300,CHN.6_1,1626,CHN,China,Guangdong,11151.6645,0.179016159,1.840089816,1,Low - Medium (10-20%),0.044760048,0.89520095,0,Low (<5%),0.002908281,4.00210769,4,"Extremely High (more than 2 in 1,000)",0.540821329,2.704106647,2,Medium (0.4-0.6)
0101000020E61000001DC9E53FA4735C408AC8B08A37B23640,89,LION BROTHERS (SHENZHEN) CO. LTD.,22.69616,113.8069,China Coast,China Coast 7,,32409,436300,CHN.6_1,1626,CHN,China,Guangdong,11151.6645,0.179016159,1.840089816,1,Low - Medium (10-20%),0.044760048,0.89520095,0,Low (<5%),0.002908281,4.00210769,4,"Extremely High (more than 2 in 1,000)",0.540821329,2.704106647,2,Medium (0.4-0.6)
