Index,Factory name,country,bws_score,bwd_score,cfr_score,drr_score,Factory Type
217,OUTLOOK INTERNATIONAL GROUP (VIETNAM) COMPANY LIMITED,Vietnam,2.805803426,1.407256582,4.010633967,3.189063374,FINISHED GOODS
218,PAIHO (DONGGUAN 3),China,1.840089816,0.89520095,4.00210769,2.704106647,MATERIALS
219,PAIHO (TAIWAN)- Knitting,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
220,PAIHO (VIETNAM),Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,MATERIALS
221,PAIHO (WUXI 1),China,2.173164447,1.094305533,2.330857611,3.719564784,MATERIALS
222,Paxar Packaging Guangzhou Ltd.,China,0.0,0.082410582,4.004380635,2.570440387,MATERIALS
223,"PHUC TAI TAY NINH CO., LTD",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
224,"Pilotknit Sport Wear Co.,ltd.",Thailand,4.722261997,2.967937123,1.106095921,3.127964554,FINISHED GOODS
225,"Pinghu Lipai Bags and Luggage Co., Ltd.",,,,,,FINISHED GOODS
226,Pingxiang City Guangxuan Footwear Co. Ltd.,China,1.360332899,0.721251755,0.0,2.689149154,FINISHED GOODS - COMPONENTS
227,PMI Joinease plastic & metal products,China,0.797890632,0.443913437,2.318525094,2.595601528,FINISHED GOODS
228,PONY LEATHER CORPORATION (TAIWAN),Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
229,Pou Chen Corporation,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,FINISHED GOODS
230,Pou Chen Vietnam Enterprise Ltd.,Vietnam,1.888423765,1.025047202,4.014458347,2.543822176,FINISHED GOODS
231,"PREMIER GLOBAL (VIETNAM) GARMENT FACTORY CO., LTD",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
232,PRIME ASIA (CHINA),China,0.797890632,0.443913437,2.318525094,2.595601528,MATERIALS
233,PRIME ASIA (VIETNAM),Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,MATERIALS
234,"Pro Kingtex Vietnam Co., Ltd",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
235,PROMAX TEXTILE (VIETNAM) CO. LTD,Vietnam,1.019449456,0.620524519,1.444160201,2.387824962,MATERIALS
236,PROMAX TEXTILE (VIETNAM) CO. LTD.  (FTY 2),Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,MATERIALS
237,"PROSPORTS FASHION (VIET NAM) CO., LTD.",Vietnam,2.805803426,1.407256582,4.010633967,3.189063374,FINISHED GOODS
238,PT Adis Dimension Footwear,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
239,PT Batang Apparel Indonesia,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
240,PT Chang Shin Indonesia,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
241,PT DAEWON ECO INDONESIA,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,MATERIALS
242,PT DAH JU INDONESIA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,MATERIALS
243,PT Dayup Indo,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
244,PT Eagle Nice Indonesia,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
245,PT ECLAT TEXTILE INTERNATIONAL,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
246,PT Jinlin Luggage Indonesia,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
247,PT KMK Global Sports  K1,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
248,PT Lucky Textile Semarang Demak,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
249,PT Marel Sukses Pratama,Indonesia,3.252966944,1.836061596,0.4480945,3.77714202,FINISHED GOODS
250,PT MAS ARYA INDONESIA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
251,PT Mercindo Global Manufaktur,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
252,PT Mitra Garindo Perkasa,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
253,PT Morich Indo Fashion,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
254,PT Nikomas Gemilang,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
255,PT PAXAR INDONESIA (AVERY DENNISON GROUP),Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,MATERIALS
256,PT Pratama Abadi Industri,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
257,PT PRATAMA ABADI INDUSTRI,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
258,PT PRATAMA ABADI INDUSTRI,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
259,PT Rodeo Prima Jaya,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
260,PT SELALU CINTA INDONESIA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
261,PT Semarang Garment,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
262,PT Shoetown Kasokandel Indonesia,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS - COMPONENTS
263,PT Sport Glove Indonesia ,Indonesia,3.252966944,1.836061596,0.4480945,3.77714202,FINISHED GOODS
264,PT Tong Hong Tannery,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,MATERIALS
265,PT Trigoldenstar Wisesa,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
266,PT Victory Chingluh Indonesia,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
267,PT Victory Chingluh Indonesia,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
268,PT YC TEC INDONESIA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS - COMPONENTS
269,PT. CCH INDONESIA,Indonesia,3.313764823,1.530841604,2.559099762,3.641593757,FINISHED GOODS
270,PT. CHANGSHIN  REKSA JAYA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
271,PT. CHING LUH INDONESIA,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
272,PT. Feng Tay Indonesia Enterprises,Indonesia,3.313764823,1.530841604,2.559099762,3.641593757,FINISHED GOODS
273,PT. Formosa Bag Indonesia,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
274,PT. Gelindo Garmentama,Indonesia,3.313764823,1.530841604,2.559099762,3.641593757,FINISHED GOODS
275,PT. Glorystar Wisesa,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
276,PT. Grand Best Indonesia,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
277,PT. Kanindo Makmur Jaya,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
278,PT. POU YUEN INDONESIA,Indonesia,3.313764823,1.530841604,2.559099762,3.641593757,FINISHED GOODS
279,PT. SHOETOWN LIGUNG INDONESIA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
280,PT. TKG TAEKWANG CIREBON,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
281,PT. TKG TAEKWANG INDONESIA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
282,PT.BERKAH KARYA JAYA SENTOSA,Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
283,PT.WONEEL MIDAS LEATHERS,Indonesia,3.665273012,2.337307607,0.008849978,3.783448656,FINISHED GOODS
284,"Qingdao Changshin Shoes Co., Ltd.",China,5.0,5.0,0.607849853,3.516624519,FINISHED GOODS
285,"Qingdao Changshin Shoes Co., LTD. Jimo Factory",China,5.0,5.0,2.540306795,3.554209435,FINISHED GOODS
286,"QINGDAO HONGTAISHENGDA TRADE CO., LTD.",China,5.0,5.0,0.607849853,3.516624519,FINISHED GOODS - COMPONENTS
287,"Qingdao Licheng Health Technology Co., Ltd.",China,5.0,5.0,0.607849853,3.516624519,FINISHED GOODS
288,"QINGDAO MAITE FITNESS EQUIPMENT CO.,LTD",China,5.0,5.0,2.540306795,3.554209435,FINISHED GOODS
289,"Qingdao Qien Sporting Goods Co.,Ltd",China,5.0,5.0,2.540306795,3.554209435,FINISHED GOODS
290,Qingyuan City Liannan Yao Nationality Autonomous County Rongfang Footwear,China,0.0,0.046475747,0.021316009,2.58346634,FINISHED GOODS
291,"QUANG VIET ENTERPRISE CO., LTD",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
292,Quanzhou  Fengze Yisheng Leather Co,China,2.607120116,1.220926069,3.087656758,2.654733305,FINISHED GOODS
293,Quanzhou Unison Light Industrial Manufacturing Co. Ltd.,China,3.505778364,1.725985497,2.683031872,2.556107418,FINISHED GOODS
294,Ramatex Apparel Suzhou Ltd.,China,4.016276542,1.908488102,0.530115431,3.380822312,FINISHED GOODS
295,RAMATEX INDUSTRIAL SUZHOU LTD,China,4.016276542,1.908488102,0.530115431,3.380822312,FINISHED GOODS
296,Ramatex Printing Garment (Suzhou) Ltd,China,4.016276542,1.908488102,0.530115431,3.380822312,MATERIALS
297,RAMATEX TEXTILES (NANTONG) LTD,China,2.173164447,1.094305533,4.010231324,3.680475723,FINISHED GOODS
298,Regent Garment Factory Limited - Business location- Regent 2,Vietnam,1.888423765,1.025047202,4.014458347,2.543822176,FINISHED GOODS
299,"Regina Miracle International Vietnam Co., Ltd",Vietnam,1.888423765,1.025047202,4.014458347,2.543822176,FINISHED GOODS
300,Rollsport Vietnam Footwear Limited,Vietnam,2.47731425,1.163086554,3.640691446,2.014489819,FINISHED GOODS
301,ROLLSPORT VIETNAM FOOTWEAR LIMTED,Vietnam,2.47731425,1.163086554,3.640691446,2.014489819,FINISHED GOODS - COMPONENTS
302,"SAB Industrial (Vietnam) Co.,Ltd.",Vietnam,1.431227899,0.765869105,4.040222523,3.469697061,MATERIALS
303,SADESA THAILAND (KABINBURI),Thailand,5.0,3.411662177,0.058520131,3.02656362,MATERIALS
304,SADESA THAILAND Sena,Thailand,4.009080854,2.167428287,0.0,3.305861716,MATERIALS
305,SAMBU FINE CHEMICAL CO LTD (INDONESIA),Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS - COMPONENTS
306,SAMBU FINE CHEMICAL CO LTD (VIETNAM),Vietnam,3.091303255,1.413338034,2.197614649,2.315745285,FINISHED GOODS - COMPONENTS
307,SAN FANG (TR1) (CHINA),China,0.797890632,0.443913437,2.318525094,2.595601528,MATERIALS
308,SAN FANG (TR1) (INDONESIA),Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,MATERIALS
309,SAN FANG (TR1) (TAIWAN),Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
310,SAN FANG (TR1) (VIETNAM),Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,MATERIALS
311,SEYANG CORPORATION VIETNAM,Vietnam,1.431227899,0.765869105,4.040222523,3.469697061,FINISHED GOODS
312,"Shaanxi White River Apparel CO., LTD.",China,3.657490368,2.436599687,0.0,3.00496048,FINISHED GOODS
313,SHAN BEEN JEOU INDUSTRIAL CO LTD (TAIWAN),Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
314,"Shandong Yuanchenghe Garment Co.,Ltd",China,5.0,4.793834473,0.0,3.402784918,FINISHED GOODS
315,ShangGao Yisen Industry Co. Ltd.,China,0.407852924,0.666927762,0.0,3.327838104,FINISHED GOODS
316,SHANGHAI YKK ZIPPER CO LTD (MINGHANG BRANCH),China,4.016276542,1.908488102,0.530115431,3.380822312,MATERIALS
317,SHANGHAI YKK ZIPPER CO LTD (NANHUI),China,3.437826419,1.527175651,2.741384111,3.336828491,MATERIALS
318,Shao Yang County SteIIa Footwear LTD ,China,1.316316286,0.715555562,0.0,2.783117902,FINISHED GOODS
319,ShaoYang LianTai SQ HanShou Upper Facility,China,0.0,0.151978533,0.0,2.752196393,FINISHED GOODS - COMPONENTS
320,SHAOYANG STELLA FOOTWEAR COMPANY LIMITED,China,1.316316286,0.715555562,0.0,2.783117902,FINISHED GOODS
321,"SHENZHEN PENGYIFA INDUSTRIAL CO, LTD",China,1.840089816,0.89520095,4.00210769,2.704106647,FINISHED GOODS
322,Sheyang Zhixiang Knitting Clothing Factory,China,2.173164447,1.094305533,4.010231324,3.680475723,FINISHED GOODS
323,SHINTA WOOSUNG PT (INDONESIA),Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,MATERIALS
324,"Shishi Maihong Clothing Co., LTD",China,1.757077517,1.031527928,3.041224033,2.629152303,FINISHED GOODS
325,"Shoetown Footwear Co.,Ltd",China,0.186704357,0.277139877,0.0,2.505270954,FINISHED GOODS
326,"Shoetown Hunan FOOTWEAR CO.,LTD",China,2.103925505,1.077351929,0.0,2.843770895,FINISHED GOODS
327,Shoetown JinTan,China,0.186704357,0.277139877,0.0,2.505270954,FINISHED GOODS
328,"Shoetown Lei Zhou Footwear Co., Ltd",China,2.824297522,1.40132398,4.002875704,2.632785599,FINISHED GOODS - COMPONENTS
329,"SI HAN MANUFACTURING CO.,LTD.",China,0.0,0.082410582,4.004380635,2.570440387,FINISHED GOODS
330,"SIGMA VIETNAM INDUSTRIAL CO.,LTD",Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
331,SIMONA TANNING (ZHONGSHAN) CO. LIMITED,China,0.0,0.082410582,4.004380635,2.570440387,MATERIALS
332,"SNP CO.,LTD.",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
333,Song Hong - Nghia Hung Garment Joint Stock Company,Vietnam,1.431227899,0.765869105,4.040222523,3.469697061,FINISHED GOODS
334,"Song Hong Garment JSC - Nghia Hung Branch: Factory 15,16,17,18",Vietnam,1.431227899,0.765869105,4.035185706,3.315876613,FINISHED GOODS
335,"Song Hong Garment JSC - Song Hong 7 Branch: Factory 11,12,13,14",Vietnam,1.431227899,0.765869105,4.040222523,3.469697061,FINISHED GOODS
336,SongSen Garment Suzhou Ltd,China,4.016276542,1.908488102,0.530115431,3.380822312,FINISHED GOODS
337,STANWELL-EXPAN CO. LTD,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,FINISHED GOODS - COMPONENTS
338,Stretchline (Zhongshan) Limited,China,0.0,0.082410582,4.004380635,2.570440387,MATERIALS
339,"SUMBER MASANDA JAYA, PT",Indonesia,4.035248589,2.353942103,3.099236101,3.746869038,FINISHED GOODS
340,Sun Yuan Optical (Vietnam) Co. Ltd.,Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
341,"SUNNY JET HOSIERY CO., LIMITED",China,3.100709926,1.416533289,1.047837284,3.57989061,FINISHED GOODS
342,"Suzhou Blue Seagull Fashion Co., Ltd",China,2.173164447,1.094305533,2.330857611,3.719564784,FINISHED GOODS
343,TAG TIME,China,0.797890632,0.443913437,2.318525094,2.595601528,FINISHED GOODS - COMPONENTS
344,"Taichung Shuihing Label Weaving Co., Ltd.",Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,FINISHED GOODS - COMPONENTS
345,Taitat Putra Rejeki,Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,FINISHED GOODS
346,TAYIN R&D CO LTD (CHINA),China,0.186704357,0.277139877,0.0,2.505270954,MATERIALS
347,"Thai Sock Co., Ltd.",Thailand,3.109756422,1.63008337,2.129345161,3.069143173,FINISHED GOODS
348,"The Haddad Apparel Wuxi, Co., LTD",China,4.016276542,1.908488102,0.530115431,3.380822312,FINISHED GOODS
349,Tho Xuan Corporation Company Limited,Vietnam,2.47731425,1.163086554,3.640691446,2.014489819,FINISHED GOODS
350,"Thuan Phuong Embroideries Garments Co., Ltd - Binh Chanh Factory 2",Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
351,"Thuan Phuong Embroideries Garments Co., Ltd.",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
352,"Ting Heng Co., Ltd",Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,MATERIALS
353,Tiong Liong Vietnam (VIETNAM ZHONGJU INDUSTRIAL COMPANY LIMITED),Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,MATERIALS
354,"TIONG LIONG-Tiong Liong Industrial Co., Ltd. (Lamination)",Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
355,TKG ECO MATERIAL SYNTHETIC (VIETNAM),Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,MATERIALS
356,TKG TAEKWANG CAN THO COMPANY LIMITED,Vietnam,1.864040593,1.029894649,1.808037565,3.859483479,FINISHED GOODS
357,TKG TAEKWANG MOC BAI JOINT STOCK COMPANY,Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
358,TKG TAEKWANG VINA JOINT STOCK COMPANY,Vietnam,1.019449456,0.620524519,1.444160201,2.387824962,FINISHED GOODS
359,TKG TAEKWANG VINA JOINT STOCK COMPANY BRANCH 2,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
360,TKG TAEKWANG VINA JOINT STOCK COMPANY-MY THO BRANCH,Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS - COMPONENTS
361,TKG TAEKWNG BINH PHUOC COMPANY LIMITED,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS - COMPONENTS
362,"TMVN MANUFACTURING CO.,LTD.",Vietnam,1.431227899,0.765869105,4.035185706,3.315876613,FINISHED GOODS
363,TNG Investment and Trading JSC - Dai Tu Garment Branch,Vietnam,2.805803426,1.407256582,4.010633967,3.189063374,FINISHED GOODS
364,TNG INVESTMENT AND TRADING JSC - DONG HY GARMENT,Vietnam,2.805803426,1.407256582,4.010633967,3.189063374,FINISHED GOODS
365,TONG HONG TANNERY CO LTD (CHINA),China,2.824297522,1.40132398,4.002875704,2.632785599,MATERIALS
366,TONG HONG TANNERY CO LTD (VIETNAM),Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,MATERIALS
367,TORAY SAKAI CO. LTD.,China,2.173164447,1.094305533,4.010231324,3.680475723,MATERIALS
368,"TRANSFERTECH CO., LTD",Thailand,3.109756422,1.63008337,3.719516034,2.765760502,FINISHED GOODS - COMPONENTS
369,"Tremon Sporting Goods Enterprise Co.,Ltd",Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
370,"TREMON SPORTING GOODS ENTERPRISE CO.,LTD (A STRIKER)",Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
371,TRIMCO GROUP (HONG KONG) CO LTD,China,2.189636245,1.032047392,2.055120913,2.529667446,MATERIALS
372,TRIMCO GROUP (ZHEJIANG) CO LTD,China,2.635740043,1.163726976,4.001210681,2.806909944,FINISHED GOODS - COMPONENTS
373,TTG Co. Ltd.,Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
374,TUNTEX SOC TRANG VIETNAM CO.LTD,Vietnam,1.864040593,1.029894649,4.033238421,3.230409341,FINISHED GOODS
375,UN-AVAILABLE CO. LTD,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
376,"Unipax Co., Ltd",Vietnam,1.019449456,0.620524519,1.444160201,2.387824962,FINISHED GOODS
377,"UNIPAX VI THANH CO., LTD.",Vietnam,1.019449456,0.620524519,1.444160201,2.387824962,FINISHED GOODS
378,"United Creation Optical Technology Co., Ltd",China,0.407852924,0.666927762,0.0,3.327838104,FINISHED GOODS
379,"Universal Sporting Goods (Thai) Co., Ltd.",Thailand,4.722261997,2.967937123,1.106095921,3.127964554,FINISHED GOODS
380,VEGA BALLS MANUFACTURING,Thailand,3.109756422,1.63008337,4.006526728,2.691354903,FINISHED GOODS
381,"VERTEX APPAREL 2022 CO.,LTD.",Thailand,0.0,0.327840424,0.0,3.367086622,FINISHED GOODS
382,"Viet Hong Garment Export Co., Ltd.",Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
383,Viet Khanh Company Limited,Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
384,Viet Long Giang Garment Joint Stock Company ,Vietnam,1.864040593,1.029894649,1.808037565,3.859483479,FINISHED GOODS
385,Viet Long Hung Garment Company Limited,Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
386,VIET NAM ARGENT OPTICAL LIMITED COMPANY,Vietnam,2.805803426,1.407256582,4.010633967,3.189063374,FINISHED GOODS
387,VIET THINH GARMENT JOINT STOCK COMPANY,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
388,Viet Tien Garment Corporation,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
389,VIETNAM CHINGLUH SHOES CO. Ltd.,Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
390,"Vietnam Chingluh Shoes Co., Ltd - Vinh Long Branch",Vietnam,1.864040593,1.029894649,1.808037565,3.859483479,FINISHED GOODS
391,"VIETNAM CHINGLUH SHOES CO.,LTD - VINH LONG BRANCH II",Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
392,"VIETNAM DONA ORIENT CO., LTD",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
393,"Vietnam Dona Standard Footwear Co., Ltd",Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,FINISHED GOODS
394,"Vietnam ECI Elastic Co., Ltd",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,MATERIALS
395,"Vietnam Golden Victory Co., Ltd.",Vietnam,1.431227899,0.765869105,4.040222523,3.469697061,FINISHED GOODS
396,VIETNAM JINTAI TEXTILE TECHNOLOGY COMPANY LIMITED,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,MATERIALS
397,Vietnam Pou Sung Co. Ltd.,Vietnam,1.019449456,0.620524519,1.444160201,2.387824962,FINISHED GOODS
398,"VINH LONG FOOTWEAR CO., LTD.",Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
399,VINH TIEN GARMENT JOINT STOCK COMPANY,Vietnam,1.864040593,1.029894649,4.031216344,3.842421362,FINISHED GOODS
400,VIRTUE KING VIETNAM COMPANY LIMITED,Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
401,Vo Nhai 1 Garment Branch – TNG Investment and Trading JSC,Vietnam,2.805803426,1.407256582,4.010633967,3.189063374,FINISHED GOODS
402,"Vung Tau Orient Co., Ltd",Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,FINISHED GOODS
403,"Vung Tau Orient Co., Ltd - unit 02",Vietnam,1.054499597,0.670249605,4.000495029,2.810883013,FINISHED GOODS
404,"Walt Technology Group Co., Ltd.",China,3.437826419,1.527175651,2.741384111,3.336828491,FINISHED GOODS
405,Wan Way,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,FINISHED GOODS
406,"Weifang Aoxiang Sports Products Co., Ltd",China,5.0,5.0,1.568798445,3.517080079,FINISHED GOODS
407,WEILINA VIET NAM FOOTWEAR COMPANY LIMITED,Vietnam,2.47731425,1.163086554,3.640691446,2.014489819,FINISHED GOODS
408,WELLPOWER SPORTING GOODS CO LTD,China,0.797890632,0.443913437,2.318525094,2.595601528,FINISHED GOODS
409,"Wenzhou Outlook Eyewear Co., Ltd",China,0.956212568,0.557017791,0.0,2.765383555,FINISHED GOODS
410,WILSON (VIETNAM) LTD,Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS - COMPONENTS
411,"Worldon Vietnam Co., Ltd.",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS
412,"Worldon Vietnam Co., Ltd. (Flyknit)",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,FINISHED GOODS - COMPONENTS
413,"WUXI BROTHERS PACKAGING CO., LTD ",China,2.173164447,1.094305533,2.330857611,3.719564784,FINISHED GOODS
414,"Xiamen Expanding Industrial Co., Ltd",China,1.757077517,1.031527928,3.041224033,2.629152303,FINISHED GOODS
415,"Xiamen Goge Garment Co., LTD",China,1.757077517,1.031527928,3.041224033,2.629152303,FINISHED GOODS
416,"Xiamen Kaiyuan Technology Co.,Ltd",China,1.757077517,1.031527928,3.041224033,2.629152303,FINISHED GOODS
417,"Xiamen Xinduoyu Manufacturing Co., Ltd.",China,1.757077517,1.031527928,3.041224033,2.629152303,FINISHED GOODS
418,XIANG ZHOU LEATHER CO LTD (CHINA),China,3.842707827,1.83880852,2.788927738,2.551758022,MATERIALS
419,"Xinchang Shoes Co.,Ltd",China,0.0,0.082410582,4.004380635,2.570440387,FINISHED GOODS - COMPONENTS
420,"XingNing City XinChang Shoes Co., LTD. YeTang Branch",China,0.0,0.082410582,4.004380635,2.570440387,FINISHED GOODS - COMPONENTS
421,YANCHENG XINBO GARMENTS CO LTD,China,2.173164447,1.094305533,4.010231324,3.680475723,FINISHED GOODS
422,Yangxin Poujia Footwear Co. Ltd.,China,2.463508296,1.097913215,0.0,2.906397594,FINISHED GOODS
423,"Yantai NE Apparel CO.,LTD",China,5.0,5.0,2.155693913,3.502735562,FINISHED GOODS
424,"Yegin Industry (Vietnam) Co., Ltd",Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,FINISHED GOODS
425,YICHANE CO.LTD,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,FINISHED GOODS
426,"Yichun Yisen Industry Co., Ltd",China,0.407852924,0.666927762,0.0,3.327838104,FINISHED GOODS - COMPONENTS
427,"YieChang Industrial Co., Ltd.",Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,FINISHED GOODS
428,YKK (THAILAND) CO LTD,Thailand,3.109756422,1.63008337,4.006526728,2.691354903,MATERIALS
429,YKK Taiwan Chung Li 2nd Factory,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
430,YKK Taiwan Chung Li 3rd Factory,Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
431,"YKK VIETNAM CO., LTD",Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,MATERIALS
432,"YongZhou Kaixiang Shoetown Footwear Co., Ltd. NOT A FINISHED GOODS FACILITY",China,2.267403373,1.115037306,0.0,2.721796876,FINISHED GOODS - COMPONENTS
433,YOU YOUNG (VIETNAM),Vietnam,1.69615882,1.143929498,3.025974392,2.167585356,MATERIALS
434,YOUNGIL (INDONESIA),Indonesia,3.18229402,1.439472807,2.56656962,3.594050966,MATERIALS
435,YOUNGIL (VIETNAM),Vietnam,4.452659764,2.513910154,2.561941643,3.371990261,MATERIALS
436,YRC TEXTILE,Thailand,4.722261997,2.967937123,1.106095921,3.127964554,MATERIALS
437,"Yuan Ling Knitting Industrial CO., LTD.",Taiwan,1.363146487,0.922523529,2.413248717,-9999.0,MATERIALS
438,"Yumei Shantou Garments Co., Ltd",China,1.840089816,0.89520095,4.00210769,2.704106647,FINISHED GOODS
439,"Zao Zhuang RuiXing Shoes Co., Ltd",China,3.898808872,2.747799145,0.0,3.469620757,FINISHED GOODS
440,"Zhangjiagang New HuaYuan Accessones Co., Ltd",China,2.173164447,1.094305533,2.330857611,3.719564784,FINISHED GOODS
